Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,08/04/2022,12:45 pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX17237721,,,,,,,,,,,,,,,
Batch,PLATE_16,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_12plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,8/4/2022 12:46:32 PM,,,,,,,,,,,,,,,
BatchStopTime,8/4/2022 1:41:33 PM,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,12,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 07/29/2022 12:35:38,,,,,,,,,,,,,,,
Last VER Verification,Passed 08/04/2022 08:32:30,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 08/04/2022 08:33:47,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B84707,12/08/2022,7/29/2022 12:35:38 PM,22.7,22.7,22.7,22.7,220,229,306,306,0.00708,0.00704,0.00395,0.11655,Pass,MAGPX17237721
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,96,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,Ang-1,Ang-2,Azu,CH3L1,IL-10,IL-6,IL-8,IP-10,MxA,sTNF-R1,sTREM1,TRAIL,Total Events,,
"1(1,A1)",S1,51269,69487,33180,43758,37844,40194,32374.5,42430,947.5,14607.5,37015,25582,1942,,
"2(1,B1)",S2,28487,43539,33335,41810,17933,28601,19420,39405.5,419.5,4507,8904,15565,1859,,
"3(1,C1)",S3,7805,5120,24663,22273.5,2928,12037.5,5437.5,13815,161,785.5,1169.5,4955,1906,,
"4(1,D1)",S4,1849,1516.5,13849.5,4247,837,3562.5,965,2859.5,98,231,433,1123,1892,,
"5(1,E1)",S5,513,467,4453,430,345,1038,280,582.5,78,138.5,267.5,329.5,1967,,
"6(1,F1)",S6,188,171.5,1157,80,222,311.5,158,189,63,112.5,199,121,2088,,
"7(1,G1)",S7,109,106,471,47,195,139,131,155,55,104.5,202,71,2231,,
"8(1,H1)",S8,89,92,333.5,42,182,85,126.5,148,60,106,201,58,2108,,
"9(1,A2)",S1,54045,72318,34925,45356,40438,42012,34592,43271,911,15025,37713,26214,1952,,
"10(1,B2)",S2,28827.5,42993.5,33320,41487,18351,28319,19222,39229,441.5,4494,9024,15185.5,1932,,
"11(1,C2)",S3,7671,5001,24524,21715,2891,11769.5,5459.5,13939,167,773,1129,4669,2051,,
"12(1,D2)",S4,1872,1537,12367,4074,862,3380.5,928,2579,99,247.5,428,1076.5,1833,,
"13(1,E2)",S5,503,479.5,4360,427,343.5,1022,282,496.5,69,134,252,317.5,2060,,
"14(1,F2)",S6,195,184,1125,83,228,303,152,185,64,113,202,120.5,1964,,
"15(1,G2)",S7,109,115.5,403,45.5,194,132.5,128.5,150,60.5,100,187.5,68,1953,,
"16(1,H2)",S8,87,92,229.5,41,182,85.5,115,144,57,103.5,183,54.5,2034,,
