Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,08/04/2022,8:32 am,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX17237721,,,,,,,,,,,,,,,
Batch,PLATE_11,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_12plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,8/4/2022 8:40:50 AM,,,,,,,,,,,,,,,
BatchStopTime,8/4/2022 9:35:53 AM,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,12,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 07/29/2022 12:35:38,,,,,,,,,,,,,,,
Last VER Verification,Passed 08/04/2022 08:32:30,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 08/04/2022 08:33:47,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
