Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,08/04/2022,1:54 pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX16166703,,,,,,,,,,,,,,,
Batch,PLATE_02,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_12plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,08/04/2022 13:55,,,,,,,,,,,,,,,
BatchStopTime,08/04/2022 14:53,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,12,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 07/28/2022 14:58:04,,,,,,,,,,,,,,,
Last VER Verification,Passed 08/04/2022 08:37:51,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 08/04/2022 08:39:11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B84707,12/08/2022,7/28/2022 2:58:04 PM,22,22,22,22,153,176,303,303,0.00706,0.00706,0.00396,0.11669,Pass,MAGPX16166703
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,96,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,Ang-1,Ang-2,Azu,CH3L1,IL-10,IL-6,IL-8,IP-10,MxA,sTNF-R1,sTREM1,TRAIL,Total Events,,
"1(1,A1)",S1,53028,71286.5,34087,45322.5,40593,41527,33155,42817,842,16313,37608,26271,1448,,
"2(1,B1)",S2,26550.5,38615,31401,41259,15365.5,27570,18730,37111,407,4526,7769,14123,1477,,
"3(1,C1)",S3,7458,4835,24043,20983.5,2777,11972,5166,12916,160.5,832,1093,4440.5,2045,,
"4(1,D1)",S4,1861,1599.5,12448,4441,828,3693,987,2990,95,268,444,1094,2099,,
"5(1,E1)",S5,503,462,4474,446.5,345.5,980,284,537,75,147,242,317.5,1835,,
"6(1,F1)",S6,199,180,1262,83,227,323,168,207.5,63,120,210,122,1594,,
"7(1,G1)",S7,113,109,503,48,208,145,141,165,66,112,248.5,71,1488,,
"8(1,H1)",S8,100,108,285.5,45,195,87.5,132,153,65,112,186,61,1504,,
"9(1,A2)",S1,49385.5,70166,34435,45512.5,39896.5,40279,32565,43915,831.5,16385.5,34706,24824,1593,,
"10(1,B2)",S2,27398,41585,32060,41262,16540,28126,18893,37608,369,4412,8266.5,14666,1664,,
"11(1,C2)",S3,7731,5169.5,24193,21902,3133.5,12439,5456,13612,175,954,1170,4729.5,2359,,
"12(1,D2)",S4,1878.5,1578,12681.5,4356.5,884,3753,973,2462.5,98,247,428,1074,2332,,
