Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,07/06/2022,2:25 pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX16166703,,,,,,,,,,,,,,,
Batch,PLATE_01,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_12plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,07/06/2022 14:26,,,,,,,,,,,,,,,
BatchStopTime,07/06/2022 15:24,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,12,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 07/05/2022 14:15:01,,,,,,,,,,,,,,,
Last VER Verification,Passed 07/06/2022 09:35:59,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 07/06/2022 09:37:18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B84707,12/08/2022,07/05/2022 14:15,22.3,22.3,22.3,22.3,153,174,304,304,0.00705,0.00703,0.00395,0.11681,Pass,MAGPX16166703
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,96,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,Ang-1,Ang-2,Azu,CH3L1,IL-10,IL-6,IL-8,IP-10,MxA,sTNF-R1,sTREM1,TRAIL,Total Events,,
"1(1,A1)",S1,49737.5,72077,38074,46961,41501,43482,34876,45849,13309,16476,38052.5,29582,1965,,
"2(1,B1)",S2,25995,43190.5,35614,43052,17739,29005,19281,39070.5,8637,4865.5,7868.5,16968,2009,,
"3(1,C1)",S3,8129,6080,27102,22763,3393.5,12720.5,5781,14889.5,5317.5,976,1152,5360,1601,,
"4(1,D1)",S4,1926.5,1838,13456,4252.5,975,3889.5,1034.5,3104,1737.5,313,486.5,1276,1506,,
"5(1,E1)",S5,626,604,6042,552,443.5,1111.5,368,670,549,203,325,420,1884,,
"6(1,F1)",S6,273,268,1545,134,322,387,243,267,203,167,262,208,1731,,
"7(1,G1)",S7,205,211,722,91,305,216,215,236,123.5,170,249,159,1684,,
"8(1,H1)",S8,157,158,475,81,270,151,187,219.5,93,155,272.5,136,1618,,
"9(1,A2)",S1,48945.5,70696,35835,47167.5,40266.5,42671,35200.5,45285,12419,15666,36076,29588.5,1988,,
"10(1,B2)",S2,25682,43542,36601,43735,18187,30161,20184,40488,9414.5,5066,7880.5,17310,2280,,
"11(1,C2)",S3,7909,5712,28043,22595,3543.5,13067.5,5744,15428,5345,951,1143,5402,2348,,
"12(1,D2)",S4,1926,1760.5,14904.5,4522,991,3987.5,1031.5,2774.5,1830,301,476,1241,1566,,
"13(1,E2)",S5,592,612,5795.5,560,449.5,1109,377.5,642.5,558,196.5,320,428.5,1975,,
"14(1,F2)",S6,279.5,286,1631,139,316,393,231,269,197,171,264,211,1932,,
"15(1,G2)",S7,194,215.5,738,89,295.5,226,216,231,123,170,253,164,2143,,
"16(1,H2)",S8,143,146,466.5,80,255,150,196,216,91.5,148,248,136,2295,,
"17(1,A3)",P01_01,1679,205,22386,22293,320,163,1875.5,204,477,145,291,265,2340,,
"18(1,B3)",P01_02,916.5,265,27060.5,11688,277,186,310.5,297,560,212,238,196,2309,,
"19(1,C3)",P01_03,934,293,21481.5,35098.5,744,180,1306,405,120,604,210.5,253,1940,,
"20(1,D3)",P01_04,417,276,26670,23619,386,137,880.5,2298,100,208,288.5,334,2104,,
"21(1,E3)",P01_05,553.5,168,28183,19151.5,337,190.5,2338.5,628,685.5,201.5,300,427,1785,,
"22(1,F3)",P01_06,678,184,26911,8658.5,220,186,670,479,144.5,319,196.5,207,2023,,
"23(1,G3)",P01_07,1511,165.5,24640,34515.5,284,189,469,314.5,161,278,244,211,1562,,
"24(1,H3)",P01_08,1453,143,22233,32258.5,236,167.5,828,255,118,164,183.5,228,2016,,
"25(1,A4)",P01_09,480.5,148.5,28051,24091,347,174,934,1221,277,338,206,212,2300,,
"26(1,B4)",P01_10,1913,194,27990,27253,301.5,139,684,844,221,236,265,165,2203,,
"27(1,C4)",P01_11,419,148,25038,23181.5,294,149,864,191,339,211,259,164,1979,,
"28(1,D4)",P01_12,206,168,24467.5,40112.5,317,230.5,309.5,199.5,320.5,267,216,436,2171,,
"29(1,E4)",P01_13,664.5,147,25589,19949,294,278,657.5,230,491.5,237,288,398,1662,,
"30(1,F4)",P01_14,648,159,34298,14898,248.5,150,336.5,1568,183,219,201,214,1772,,
"31(1,G4)",P01_15,364.5,300,28892,30650,210,686,566,1391.5,175,145,262,444,1635,,
"32(1,H4)",P01_16,903,168.5,25136,32953,326,184.5,420,4304,163,170,201,170,1922,,
"33(1,A5)",P01_17,1942,121,26523,12180.5,298,628,356,262,619,287,191,317.5,2373,,
"34(1,B5)",P01_18,1392,280,26989,35401,415,331,2262,654.5,193,310.5,333,216.5,2346,,
"35(1,C5)",P01_19,1083,208.5,29183,41066,227,151,251,221,162,305,180,290,2294,,
"36(1,D5)",P01_20,1326,221,28534.5,38154.5,319,156,552,1500.5,101,201,319,171,1889,,
"37(1,E5)",P01_21,239,197,28205,28009,666,201,340,304,219,149,338,211,1890,,
"38(1,F5)",P01_22,483,188,27382.5,36928,274,170,632,3936,1558,170,229,219,1793,,
"39(1,G5)",P01_23,872,130.5,22164,19260.5,249,141,1944,640,325,206,254.5,134,1773,,
"40(1,H5)",P01_24,635.5,191,26896,41397,287,287,387,214,146,239.5,235,227.5,1606,,
