Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,07/06/2022,3:42 pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX16166703,,,,,,,,,,,,,,,
Batch,PLATE_05,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_12plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,07/06/2022 15:43,,,,,,,,,,,,,,,
BatchStopTime,07/06/2022 16:41,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,12,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 07/05/2022 14:15:01,,,,,,,,,,,,,,,
Last VER Verification,Passed 07/06/2022 09:35:59,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 07/06/2022 09:37:18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B84707,12/08/2022,07/05/2022 14:15,22.3,22.3,22.3,22.3,153,174,304,304,0.00705,0.00703,0.00395,0.11681,Pass,MAGPX16166703
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,96,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,Ang-1,Ang-2,Azu,CH3L1,IL-10,IL-6,IL-8,IP-10,MxA,sTNF-R1,sTREM1,TRAIL,Total Events,,
"1(1,A1)",S1,49017,73892,36996,47309.5,41295,43143.5,36134.5,46447.5,13117.5,16471,36690.5,29492,2136,,
"2(1,B1)",S2,25604.5,43222,35310,42625,16839,29459,20570,40344,8725,4692,7690.5,16757,2104,,
"3(1,C1)",S3,7903.5,6049.5,27140.5,22603,3435,12946,5932.5,16133,5199,955,1137,5521,1952,,
"4(1,D1)",S4,2087,1975.5,14937.5,4367,968,4174,1123,3105,1821,324,492,1297.5,1952,,
"5(1,E1)",S5,626,613,5911,532,467,1091,390.5,637,541.5,192.5,310,416.5,1817,,
"6(1,F1)",S6,280.5,275.5,1737,126,305,398,232,279,192,163,296,203,1530,,
"7(1,G1)",S7,191,198,768.5,84,292,215,205.5,229,119,153.5,270,161,1831,,
"8(1,H1)",S8,155,161,415,76,251.5,151,183.5,202,88,150,246,129.5,2089,,
"9(1,A2)",S1,50282.5,73933,37696,46678,44832,45716,35389,46041,13316,17725,38405,30006.5,2127,,
"10(1,B2)",S2,25683,43979.5,36169.5,43403,17318,29811.5,19932,40625.5,8808,5486,7750,16976,2214,,
"11(1,C2)",S3,7563,5640,26144.5,21338,3317,12134,5651.5,14385,5070.5,982,1203,5119,2227,,
"12(1,D2)",S4,2084,1967.5,14342.5,4498,978.5,4116,1091,3057,1785,321,483,1277.5,2171,,
"13(1,E2)",S5,627.5,632,6097,582,438,1139,390,652,554,194.5,324,418,2166,,
"14(1,F2)",S6,267,262,1694,132,299,389,221,251,188,151,267,194,1831,,
"15(1,G2)",S7,187,200,758,87,268,201,196,213,113.5,154.5,263,154.5,1947,,
"16(1,H2)",S8,156,164.5,406.5,77,265,152,186,205.5,84,149,235,140,1916,,
"17(1,A3)",P05_01,629,330,23620,2781,243,309.5,923,1083,124.5,216,262.5,251.5,2059,,
"18(1,B3)",P05_02,348,169.5,28656,34057.5,268,132,348,167,470.5,139.5,238.5,192.5,2143,,
"19(1,C3)",P05_03,1573,184,25645.5,4218,370.5,227.5,2338,14558.5,139.5,147,247,130,1759,,
"20(1,D3)",P05_04,545,222,27648,32522.5,332,482,263.5,194.5,156,137,270,206,1439,,
"21(1,E3)",P05_05,1442,204.5,30642,35104,247,190,493,181,882,171,258,337,1505,,
"22(1,F3)",P05_06,551,212.5,24186,29465,299,245,229,218,145,263,225,237,1869,,
"23(1,G3)",P05_07,621,246,22923,17367,833.5,170,474,661,418,236,324,286,1511,,
"24(1,H3)",P05_08,1299,200,25594,23394.5,387,150,608,2141,310,198,288,185.5,1541,,
"25(1,A4)",P05_09,420,157.5,26567.5,16058,264,240,416,2695.5,115.5,219,139,214,1652,,
"26(1,B4)",P05_10,305,188,23952.5,38020,256,615,316,5594,112.5,214.5,220.5,209,2023,,
"27(1,C4)",P05_11,1100,163.5,25441,18673,347,181.5,393,152,104.5,574,223,226,1912,,
"28(1,D4)",P05_12,733,204.5,28412,22739,357,195,483,527,98,219,269,165,1822,,
"29(1,E4)",P05_13,934,160,25125,20037,327,197,481,965.5,230.5,313,265,264,1435,,
"30(1,F4)",P05_14,303,174,27899,5394,312,144,2833.5,273,125,174,269.5,191,1409,,
"31(1,G4)",P05_15,711,194,29210,22431.5,286,1850.5,279,5929,149,161.5,183,154,1059,,
"32(1,H4)",P05_16,786.5,140,22397,40996,253,498,754,7022.5,138.5,205,251,133.5,1117,,
"33(1,A5)",P05_17,409,174,27082,30928,260,396,414.5,672,233,224.5,215,231,1933,,
"34(1,B5)",P05_18,479.5,180,27672,12337,313,144,268,13151.5,1755,148,319,261,2134,,
"35(1,C5)",P05_19,198,157,26187,17955,267,164,314,204,2376.5,157,275,221,1879,,
"36(1,D5)",P05_20,467.5,182,28248,1956,241,157,737,708,387.5,126,293,177,1160,,
"37(1,E5)",P05_21,1415,254,28279,41682,322,135.5,903,335.5,97,191.5,167,192,1405,,
"38(1,F5)",P05_22,844,137.5,21987.5,4459,228,160.5,410,2172,142,145,215,353.5,1177,,
"39(1,G5)",P05_23,364,233,25717,16995.5,230.5,171,276.5,1673,313,264,204,217.5,1391,,
