Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,08/04/2022,8:31 am,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX16166703,,,,,,,,,,,,,,,
Batch,PLATE_12,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_12plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,08/04/2022 08:41,,,,,,,,,,,,,,,
BatchStopTime,08/04/2022 09:39,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,12,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 07/28/2022 14:58:04,,,,,,,,,,,,,,,
Last VER Verification,Passed 08/04/2022 08:37:51,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 08/04/2022 08:39:11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B84707,12/08/2022,7/28/2022 2:58:04 PM,22,22,22,22,153,176,303,303,0.00706,0.00706,0.00396,0.11669,Pass,MAGPX16166703
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,96,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,Ang-1,Ang-2,Azu,CH3L1,IL-10,IL-6,IL-8,IP-10,MxA,sTNF-R1,sTREM1,TRAIL,Total Events,,
"1(1,A1)",S1,51747,68403,34111,44334,39871,41781,34391.5,42476.5,924,16318,38206.5,27086,1510,,
"2(1,B1)",S2,31158,45794,33982,43752,18852,29438,20874,40014,455,4966.5,9407,16106,1441,,
"3(1,C1)",S3,7942,6076,23853,21876.5,3264,12522.5,6108,13391,166,949.5,1300.5,4910,1561,,
"4(1,D1)",S4,1968,1711,13215,4310,891,4005,1085,2748,106,262,493,1211,1438,,
"5(1,E1)",S5,546,512,4577,509.5,342,1082.5,296.5,550.5,72,142,269,342,1397,,
"6(1,F1)",S6,220,205.5,1242,95.5,248,353.5,183.5,203.5,71,121,223,125,1366,,
"7(1,G1)",S7,119,125,834,53,207,154,148,171,67,116,214.5,77,1417,,
"8(1,H1)",S8,106,111,318,46.5,200,98,134,159,60,116.5,198,63,1408,,
"9(1,A2)",S1,54241.5,72349,36273,46331,41868.5,43319.5,35340.5,45187.5,912,14441,38712.5,28305,1816,,
"10(1,B2)",S2,30562.5,47964.5,33860,43021,18885,29833,20981,39844,448,4513,10060,16333,1658,,
"11(1,C2)",S3,8000,5879,24470,22578,3489.5,12839,6269,12726,183.5,979,1357,5055,1691,,
"12(1,D2)",S4,1988,1656.5,12445,4539,909.5,4182,1136,2196,94.5,274,496,1127,1109,,
"13(1,E2)",S5,558.5,511,4333,523.5,384.5,1123,325,516,71,150,271,327.5,1162,,
"14(1,F2)",S6,200.5,183,1119,89,233,340,162,193,67,115,215,120.5,1741,,
"15(1,G2)",S7,129,127,496,55,212.5,157.5,146.5,169,61,116,216,77,1616,,
"16(1,H2)",S8,106,120.5,278.5,48,201,96,138,159,64,119,196,64,1956,,
"17(1,A3)",P12_01,344,161,23597.5,2961.5,281,124.5,945,1318,52,177,200,91.5,1827,,
"18(1,B3)",P12_02,449,146,22824,19017.5,430,185,638,534,64,152,223.5,350,1675,,
"19(1,C3)",P12_03,846,194,20845.5,18909.5,339,107,347,891,66.5,162.5,188,90,1186,,
"20(1,D3)",P12_04,636,151.5,23186.5,18495.5,304,111.5,851,714.5,44,159,241.5,230,1177,,
"21(1,E3)",P12_05,1047,127,19516.5,20729,439.5,103,734,1886.5,59,155,218.5,150,1234,,
"22(1,F3)",P12_06,476,228,20989,35696,246,96,1299,2828,57,214,255,243.5,1500,,
"23(1,G3)",P12_07,607,125,21377,38115.5,243,113,2653.5,709,43.5,179.5,232,125,1662,,
"24(1,H3)",P12_08,600,256,19000.5,10687,218,258,280.5,140,45,175,259,129.5,1652,,
"25(1,A4)",P12_09,651,140,21119,40121,256.5,195,445,14139,77,270,219,268,1919,,
"26(1,B4)",P12_10,679,118,20128.5,16158.5,304,120,559,300,59,148,221,363,1764,,
"27(1,C4)",P12_11,634,142,22881,12792,263,88,317,2316.5,59,171.5,253,215,1812,,
"28(1,D4)",P12_12,676,153,21737,31267,296,270,385,1548,54,176,232,173,1272,,
"29(1,E4)",P12_13,634.5,145.5,23275.5,32426,371,167,397,773,55,210,202,167,1632,,
"30(1,F4)",P12_14,600,151,21620,23137,251,220,267,2426,66,134,152,107,1537,,
"31(1,G4)",P12_15,622.5,185,22414,31547,279.5,130.5,473,4561,49.5,167.5,279.5,180,1459,,
"32(1,H4)",P12_16,1130.5,137,21187,20662.5,260.5,537,336,144,49,253,247,157,1837,,
"33(1,A5)",P12_17,616,139,21068,5714.5,218,447,1493,346,52,212,196.5,91,1943,,
"34(1,B5)",P12_18,454,131,24228,33702,298.5,122,246,427.5,56,142,174,192,1928,,
"35(1,C5)",P12_19,867.5,126,18770,24422.5,236,167,404,372,51,167,193,336.5,1838,,
"36(1,D5)",P12_20,550,146.5,19951,6763.5,262.5,139.5,2417,878,51,165.5,182,168,1256,,
"37(1,E5)",P12_21,436,143,23205.5,10305,273.5,344,580,131,71,172,256,192,1375,,
"38(1,F5)",P12_22,342,178,21422,4627,244,128.5,476,155,62,146,175,147,1411,,
"39(1,G5)",P12_23,723.5,172,25667.5,22565,332,96,385,2597.5,67,163,258,153,1584,,
"40(1,H5)",P12_24,717,162.5,23247,26081.5,216,121,453.5,161,79,163,253,165,1667,,
"41(1,A6)",P12_25,687,169,22970,29109,301,114,422,2350,49,157,192,209.5,2069,,
"42(1,B6)",P12_26,309,147.5,20828,28515.5,248,148,320,426,70,131.5,236,151,2022,,
"43(1,C6)",P12_27,1079.5,139,26104,585.5,259,95,249,341.5,47,170,220.5,118,2089,,
"44(1,D6)",P12_28,886,115,20275,15481,292,109.5,287,137,88,163.5,242,185,1703,,
"45(1,E6)",P12_29,941.5,106,23524,14099,284,103,292,484.5,59,223,181,127,915,,
"46(1,F6)",P12_30,759,129,21615,8362,282.5,119,347.5,147.5,60,134.5,249,94,1683,,
"47(1,G6)",P12_31,376,137,22471,28889,273,189,704.5,136,60.5,151,215,129,1516,,
"48(1,H6)",P12_32,1133,143,25617,29284.5,276,133,222,2316,53,334.5,226,140,1849,,
"49(1,A7)",P12_33,499,131.5,20662,8512,287,173,448,855,54,158,221,165,1433,,
"50(1,B7)",P12_34,929,180,23012,21851,362,200,436,306,52.5,169,215,116,2177,,
"51(1,C7)",P12_35,539.5,113,21459,33396.5,283,179.5,455,301.5,77.5,166,263,112,2177,,
"52(1,D7)",P12_36,1073,144,21868,16903,271,113.5,346.5,457,69,222.5,237,136.5,1435,,
"53(1,E7)",P12_37,1352,153,23203,1687,247,136,344,1469,49,139,216,136,1201,,
"54(1,F7)",P12_38,597,153.5,8634,36759,283,87,828.5,205,60,226,238,148,1432,,
"55(1,G7)",P12_39,603,135,21530,8423,680,111,704.5,1726,51,167.5,217.5,181,1368,,
"56(1,H7)",P12_40,1040,199,18926,32573,269.5,127.5,499,152,58,177,172,417.5,1468,,
"57(1,A8)",P12_41,696,143,20833.5,22381,346,492.5,232,1363.5,55,149,268,253,1197,,
"58(1,B8)",P12_42,424,137.5,18977,26941,270,104,365.5,339.5,48.5,191,224,218.5,2190,,
