Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,08/04/2022,2:07 pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX17237721,,,,,,,,,,,,,,,
Batch,PLATE_18,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_12plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,8/4/2022 2:07:55 PM,,,,,,,,,,,,,,,
BatchStopTime,8/4/2022 3:02:54 PM,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,12,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 07/29/2022 12:35:38,,,,,,,,,,,,,,,
Last VER Verification,Passed 08/04/2022 08:32:30,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 08/04/2022 08:33:47,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B84707,12/08/2022,7/29/2022 12:35:38 PM,22.7,22.7,22.7,22.7,220,229,306,306,0.00708,0.00704,0.00395,0.11655,Pass,MAGPX17237721
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,96,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,Ang-1,Ang-2,Azu,CH3L1,IL-10,IL-6,IL-8,IP-10,MxA,sTNF-R1,sTREM1,TRAIL,Total Events,,
"1(1,A1)",S1,48905,67707,31578.5,43619,36936,38219.5,31604,40978,834,14625,35218.5,25235,1800,,
"2(1,B1)",S2,27845.5,42479,32944,40411,17180.5,27534.5,18581,37325,430,4517,8532,14653,1712,,
"3(1,C1)",S3,7322,4712,23287,20655,2967,11759,5356.5,13527.5,169,837.5,1138,4570,1640,,
"4(1,D1)",S4,1846,1502,12059,4029,816.5,3490,963.5,2652,99,248.5,434,1085,1577,,
"5(1,E1)",S5,520,462,4595,451.5,343,1010,283,506.5,71,139.5,294,310,1628,,
"6(1,F1)",S6,189.5,184,1149,83,235,316,164,190.5,63.5,110.5,210.5,119,1477,,
"7(1,G1)",S7,112,113,448.5,44,193,135,132,150,66,104,208,69,1756,,
"8(1,H1)",S8,98,106,303,44,192,90,125,145,64,110.5,188.5,57.5,1853,,
"9(1,A2)",S1,51853,70641,34237.5,45438,40094,41717,33696,43128,879.5,15146,37898,26329,1864,,
"10(1,B2)",S2,27036.5,42232.5,32187.5,40924.5,16921,27465,18919.5,38337,397,4389,8329,14778,1731,,
"11(1,C2)",S3,7650.5,5000,23759,21999,2987,12084.5,5413,13637,165,892,1159,4757,1816,,
"12(1,D2)",S4,1866,1594,12010,3849.5,842,3319,961,2159.5,90,261,423,1018,1992,,
"13(1,E2)",S5,496.5,450,4177,457.5,349,992,271,505,72,137.5,250,311,1937,,
"14(1,F2)",S6,183,174,1092,80.5,225.5,309.5,158,184.5,63,111,226,113,1806,,
"15(1,G2)",S7,109,112,495.5,46,198,143,133.5,153,62,107,210,72,1574,,
"16(1,H2)",S8,97,102.5,295,43.5,201,86,126.5,149,60,107,207,56.5,1710,,
"17(1,A3)",P18_01,1001,149,20784,32877.5,276,151,1010,345,69,244,259,201,1821,,
"18(1,B3)",P18_02,680,135.5,19707,32057.5,249,93.5,254,118,39,156,160.5,108,1739,,
"19(1,C3)",P18_03,1447,147,23051,21821,295,133,294,1761,43,128.5,274,162,1541,,
"20(1,D3)",P18_04,1115.5,134,24582.5,29104,256,83,201,1500,47,137,236.5,90,1824,,
"21(1,E3)",P18_05,1318,188,22385,1900,217,96,668,7171,51,174,239,218,1546,,
"22(1,F3)",P18_06,763,138.5,20150.5,37043,258,175.5,1484,1526.5,47,145,155,167,1545,,
"23(1,G3)",P18_07,1427,137,18841,29979.5,303,86,162,427,50.5,126.5,224,120,1611,,
"24(1,H3)",P18_08,873,99,21297.5,8258,275,112,449,2062,57,212,226.5,208,1685,,
"25(1,A4)",P18_09,1908,200,23035,37447,230,115,669.5,2749,50,141.5,187,102.5,1593,,
"26(1,B4)",P18_10,280,140,21118,2246.5,286,92,214.5,148,48,156,244,121,1187,,
"27(1,C4)",P18_11,726.5,135,21566,9744.5,254.5,82,216,129,52,160,212,183,1801,,
"28(1,D4)",P18_12,1026,163.5,21541,20732,222.5,138,676,306,50,196,222,123,1594,,
"29(1,E4)",P18_13,1028,102,22341.5,37269.5,293,160,365.5,293,57,157,166,149,1508,,
"30(1,F4)",P18_14,616,145,19885,11395,369.5,510,349,6373,50,171.5,241,121,1604,,
"31(1,G4)",P18_15,583,157,21858,7264,167,92,1638,3032,45,175.5,258,125,1263,,
"32(1,H4)",P18_16,491,156,19613.5,13486.5,313,129.5,3715,286.5,56,170,228,136,1279,,
"33(1,A5)",P18_17,931,154,22779.5,5748.5,283,135,443,1309,58,136.5,222.5,158,1918,,
"34(1,B5)",P18_18,668,148,22634,36033,289,114,455,2196,49,163,245,279.5,1909,,
"35(1,C5)",P18_19,788.5,104.5,25098,15287,204.5,96,806.5,238,60,121,186.5,123,1835,,
"36(1,D5)",P18_20,447.5,124,20915,26516.5,378,98,790,169,64,263,147,186,1741,,
"37(1,E5)",P18_21,488,143.5,20536,3140,230,158.5,1539,181,57,131,199,120,1945,,
"38(1,F5)",P18_22,1086,133,18691.5,12737,228.5,113,1878,170,62,150,154,119,1843,,
"39(1,G5)",P18_23,439,110.5,21941,26972,265,236,401.5,165,51,194,273,148.5,1461,,
"40(1,H5)",P18_24,1781,113,23578,16486,304,132,1050,4400.5,53,198,210,281,1272,,
"41(1,A6)",P18_25,1318,156,22189,9742.5,261,122,738,178,52,353.5,267,168.5,1776,,
"42(1,B6)",P18_26,777,125,19101,17267,234,106,341,124,43,166.5,176,162,1220,,
"43(1,C6)",P18_27,1011.5,109,22448.5,31146.5,265,125,757.5,189,51,186,134,169,1487,,
"44(1,D6)",P18_28,1452,135.5,21888,12603,286,259,338,2726,75,154,262,149,1660,,
"45(1,E6)",P18_29,768,128.5,23031.5,12844,249,132,536,1052,46,282,246,119,1688,,
"46(1,F6)",P18_30,1379,212,19469,33377,273,194,965.5,2632,83,186,266,162,1626,,
"47(1,G6)",P18_31,161.5,150,22679,2804,262,132,2266,363,51,346,164.5,157.5,1801,,
"48(1,H6)",P18_32,282.5,141,24710.5,38824,233,199,1027.5,389,45,156,235,103.5,1665,,
"49(1,A7)",P18_33,272,175,21329.5,32819,237,142,421.5,366,49,201,170,253.5,2098,,
"50(1,B7)",P18_34,1053,129,21997.5,38445,266.5,244.5,177.5,163,67,166,198,120,2026,,
"51(1,C7)",P18_35,583,117,22692,28162,236,115,410,1171,79,181.5,253,137,1967,,
"52(1,D7)",P18_36,583,176,22919,23497.5,290,103,1951,1676,53,150,202,136,1759,,
"53(1,E7)",P18_37,646,129,19591.5,13702.5,289,91.5,508,267,61,205,245,134,1642,,
"54(1,F7)",P18_38,677.5,209.5,22884,10720,333,111.5,341,3238,73,173,136,138.5,2022,,
"55(1,G7)",P18_39,895,186,18365,24132,310,138,317,1110.5,64,194,225,203,1845,,
"56(1,H7)",P18_40,1097.5,203,18003.5,22031,282.5,123.5,287,344,46,172,231.5,166,1797,,
"57(1,A8)",P18_41,875,147,21664,33862,235,182,235.5,318,46,198,175,159,2003,,
"58(1,B8)",P18_42,456,131.5,19086,11838,289,87,509,4289.5,81,151,202,129,2223,,
"59(1,C8)",P18_43,1400.5,162,19822,32691,286,182.5,303.5,175,50,198.5,237,168,2145,,
"60(1,D8)",P18_44,629,185,21882,34892.5,276,106,351,646.5,53,123,169,176,1857,,
"61(1,E8)",P18_45,634,141,22863,32656,209,93.5,223.5,305,60,172.5,274,138,1825,,
